movie_name,year,daily_bo1,theaters_count1,gross_change1,daily_bo2,theaters_count2,gross_change2,daily_bo3,theaters_count3,gross_change3,daily_bo4,theaters_count4,gross_change4,daily_bo5,theaters_count5,gross_change5,daily_bo6,theaters_count6,gross_change6,daily_bo7,theaters_count7,gross_change7,daily_bo8,theaters_count8,gross_change8,daily_bo9,theaters_count9,gross_change9,daily_bo10,theaters_count10,gross_change10,daily_bo11,theaters_count11,gross_change11,daily_bo12,theaters_count12,gross_change12,daily_bo13,theaters_count13,gross_change13,daily_bo14,theaters_count14,gross_change14,daily_bo15,theaters_count15,gross_change15,daily_bo16,theaters_count16,gross_change16,daily_bo17,theaters_count17,gross_change17,daily_bo18,theaters_count18,gross_change18,daily_bo19,theaters_count19,gross_change19,daily_bo20,theaters_count20,gross_change20,daily_bo21,theaters_count21,gross_change21,daily_bo22,theaters_count22,gross_change22,daily_bo23,theaters_count23,gross_change23,daily_bo24,theaters_count24,gross_change24,daily_bo25,theaters_count25,gross_change25,daily_bo26,theaters_count26,gross_change26,daily_bo27,theaters_count27,gross_change27,daily_bo28,theaters_count28,gross_change28,daily_bo29,theaters_count29,gross_change29,daily_bo30,theaters_count30,gross_change30
God Bless the Broken Road,2018,473280,1272,0,585428,1272,23.7,327546,1272,-44.1,123095,1272,-62.4,242854,1272,97.3,117888,1272,-51.5,100141,1272,-15.1,139316,1201,39.1,175477,1201,26.0,117592,1201,-33.0,47377,1201,-59.7,83489,1201,76.2,47200,1201,-43.5,44139,1201,-6.5,24991,224,-43.4,36356,224,45.5,26277,224,-27.7,18489,224,-29.6,12185,224,-34.1,8197,224,-32.7,7297,224,-11.0,9587,111,31.4,13485,111,40.7,13352,111,-1.0,3880,111,-70.9,3884,111,0.1,3877,111,-0.2,4866,111,25.5,5989,53,23.1,7361,53,22.9
La boda de Valentina,2018,355332,331,0,407146,331,14.6,384595,331,-5.5,73385,331,-80.9,100285,331,36.7,169190,331,68.7,51161,331,-69.8,125944,331,146.2,199185,331,58.2,207179,331,4.0,81381,331,-60.7,61399,331,-24.6,37295,331,-39.3,26157,331,-29.9,52098,141,99.2,91518,141,75.7,84885,141,-7.2,16635,141,-80.4,26689,141,60.4,15326,141,-42.6,13823,141,-9.8,22446,95,62.4,38478,95,71.4,41966,95,9.1,6694,95,-84.0,13460,95,101.1,8106,95,-39.8,5285,95,-34.8,9478,45,79.3,16974,45,79.1
Bharath Ane Nenu,2018,1513200,305,0,754204,305,-50.2,395686,305,-47.5
Everybody Knows,2018,20832,4,0,30938,4,48.5,19437,4,-37.2,5584,4,-71.3,4090,4,-26.8,5370,4,31.3,8955,4,66.8,46036,4,414.1,79767,4,73.3,66876,4,-16.2,39773,4,-40.5,15781,4,-60.3,12768,4,-19.1,16614,4,30.1,89370,71,437.9,154695,71,73.1,69335,71,-55.2,23110,71,-66.7,33370,71,44.4,28050,71,-15.9,24985,71,-10.9,120775,209,383.4,212525,209,76.0,134220,209,-36.8,37110,209,-72.4,47965,209,29.3,43770,209,-8.7,40865,209,-6.6,112270,283,174.7,201845,283,79.8
Qué León,2018,41181,34,0,64939,34,57.7,112541,34,73.3,114456,34,1.7,26938,33,-76.5,27562,34,2.3,35783,34,29.8,24934,39,-30.3,50014,40,100.6,83946,40,67.8,84958,40,1.2,19526,40,-77.0,17053,40,-12.7,19094,40,12.0,14098,37,-26.2,28071,38,99.1,40651,38,44.8,38227,37,-6.0,13337,38,-65.1,12565,37,-5.8,14017,33,11.6,9831,26,-29.9,14162,26,44.1,18394,26,29.9,17655,26,-4.0,815,17,-95.4,18133,25,2124.9,13764,25,-24.1,14030,26,1.9,17022,25,21.3
Suspiria,2018,58020,2,0,70286,2,21.1,55731,2,-20.7,15053,2,-73.0,20438,2,35.8,19930,2,-2.5,11399,2,-42.8,461577,311,3949.3,278055,311,-39.8,240250,311,-13.6,82677,311,-65.6,87007,311,5.2,107854,311,24.0,70279,311,-34.8,116281,261,65.5,140074,261,20.5,110245,261,-21.3,56500,261,-48.8,46509,261,-17.7,46476,261,0.1,45740,261,-1.6,26396,53,-42.3,38311,53,45.1,31097,53,-18.8,17111,53,-45.0,16304,53,-4.7,10989,53,-32.6,11531,53,4.9,15414,34,33.7,18185,34,18.0
1991,2018,115395,83,0,124782,83,8.1,88651,83,-29.0,54801,83,-38.2,113431,83,107.0,116582,83,2.8,90865,83,-22.1,85345,83,-6.1,119801,83,40.4,61736,83,-48.5,44094,83,-28.6,112563,83,155.3,53572,83,-52.4,47714,83,-10.9,47832,79,0.2,50675,79,5.9,32084,79,-36.7,24113,79,-24.8,64319,79,166.7,45788,79,-28.8,29090,79,-36.5,58412,69,100.8,46639,69,-20.2,22542,69,-51.7,17454,69,-22.6,34404,69,97.1,41449,69,20.5,18083,69,-56.4,18192,58,0.6,23395,58,28.6
Papillon,2018,391928,544,0,419937,544,7.1,278208,544,-33.8,136227,544,-51.0,161589,544,18.6,115006,544,-28.8,82150,544,-28.6,95508,539,16.3,140667,539,47.3,136391,539,-3.0,133650,539,-2.0,58789,539,-56.0,43154,539,-26.6,32821,539,-23.9,18945,117,-42.3,28899,117,52.5,20761,117,-28.2,8960,117,-56.8,15383,117,71.7,9279,117,-39.7,7644,117,-17.6
At Eternity's Gate,2018,29434,4,0,39708,4,34.9,23714,4,-40.3,9989,4,-57.9,9607,4,-3.8,39804,30,314.3,34468,30,-13.4,74769,31,116.9,85652,31,14.6,61251,31,-28.5,17674,31,-71.1,20760,31,17.5,21517,31,3.6,21139,31,-1.8,57663,48,172.8,74834,48,29.8,53752,48,-28.2,19254,48,-64.2,22196,48,15.3,23953,48,7.9,19979,48,-16.6,88658,174,343.8,133392,174,50.5,97875,174,-26.6,41130,174,-58.0,51242,174,24.6,47143,174,-8.0,37705,174,-20.0,49403,178,31.0,80613,178,63.2
The Fall of the American Empire,2018,93804,72,0,130503,72,39.1,113909,72,-12.7,75041,72,-34.1,90130,72,20.1,55542,72,-38.4,54422,72,-2.0,57984,73,6.5,56742,73,-2.1,43849,73,-22.7,25268,73,-42.4,70702,73,179.8,31134,73,-56.0,25968,73,-16.6,29755,64,14.6,87919,64,195.5,34098,64,-61.2,19718,64,-42.2,76593,64,288.4,22281,64,-70.9,18475,64,-17.1,22508,61,21.8,30357,61,34.9,75461,61,148.6,37700,61,-50.0,67965,61,80.3,49432,61,-27.3,34995,61,-29.2,34378,50,-1.8,41595,50,21.0
Avengers: Endgame,2019,157461641,4662,0,109264122,4662,-30.6,90389244,4662,-17.3,36874439,4662,-59.2,33110349,4662,-10.2,25251991,4662,-23.7,21542852,4662,-14.7,40736774,4662,89.1,61527049,4662,51.0,45119388,4662,-26.7,10709607,4662,-76.3,12518963,4662,16.9,8429166,4662,-32.7,7510154,4662,-10.9,16190479,4662,115.6,27542359,4662,70.1,19567066,4662,-29.0,4702092,4662,-76.0,5742618,4662,22.1,3788021,4662,-34.0,3416496,4662,-9.8,7470727,4220,118.7,12903478,4220,72.7,9599300,4220,-25.6,3162240,4220,-67.1,2900871,4220,-8.3,1994512,4220,-31.2,1905738,4220,-4.5,4278676,3810,124.5,6452368,3810,50.8
The Lion King,2019,77930758,4725,0,61007382,4725,-21.7,52832619,4725,-13.4,21050219,4725,-60.2,30392565,4725,44.4,17037057,4725,-43.9,15000934,4725,-12.0,22432165,4725,49.5,29867757,4725,33.1,24321631,4725,-18.6,9180811,4725,-62.3,15218959,4725,65.8,8809285,4725,-42.1,7560936,4725,-14.2,11204815,4802,48.2,15388700,4802,37.3,11926507,4802,-22.5,5094555,4802,-57.3,7750751,4802,52.1,4910061,4802,-36.7,4185359,4802,-14.8,5670473,4220,35.5,8227484,4220,45.1,6307365,4220,-23.3,2602139,4220,-58.7,4068174,4220,56.3,2272418,4220,-44.1,1956106,4220,-13.9,3305620,3560,69.0,5228694,3560,58.2
Star Wars: Episode IX - The Rise of Skywalker,2019,89615288,4406,0,47467565,4406,-47.0,40301011,4406,-15.1,29389847,4406,-27.1,20270474,4406,-31.0,32165681,4406,58.7,30586950,4406,-4.9,26069973,4406,-14.8,25075535,4406,-3.8,21244082,4406,-15.3,15302130,4406,-28.0,13217698,4406,-13.6,17076472,4406,29.2,9274735,4406,-45.7,11038440,4406,19.0,14319903,4406,29.7,9166472,4406,-36.0,2978242,4406,-67.5,3981109,4406,33.7,2403487,4406,-39.6,2165596,4406,-9.9,3892246,4279,79.7,6769352,4279,73.9,4525436,4279,-33.1,1153399,4279,-74.5,1856300,4279,60.9,1261857,4279,-32.0,1076521,4279,-14.7,1970398,3058,83.0,3529380,3058,79.1
Frozen II,2019,42205262,4440,0,50041031,4440,18.6,38017065,4440,-24.0,12771012,4440,-66.4,20791974,4440,62.8,24080546,4440,15.8,14960468,4440,-37.9,34130914,4440,128.1,32363967,4440,-5.2,19482892,4440,-39.8,3187895,4440,-83.6,5336770,4440,67.4,2824699,4440,-47.1,2730406,4440,-3.3,7816954,4348,186.3,16050532,4348,105.3,11298128,4348,-29.6,1890910,4348,-83.3,3585256,4348,89.6,2034899,4348,-43.2,1758492,4348,-13.6,4338288,4078,146.7,8710973,4078,100.8,6023687,4078,-30.8,1500004,4078,-75.1,2667413,4078,77.8,1729811,4078,-35.2,1903713,4078,10.1,3345875,3665,75.8,4904478,3665,46.6
Toy Story 4,2019,47406956,4575,0,39524776,4575,-16.6,33976333,4575,-14.0,14152710,4575,-58.3,20570969,4575,45.4,11950952,4575,-41.9,11407113,4575,-4.6,17089977,4575,49.8,23043114,4575,34.8,19567240,4575,-15.1,7960780,4575,-59.3,10164415,4557,27.7,7704752,4557,-24.2,7737457,4557,0.4,11901267,4540,53.8,12830622,4540,7.8,9128466,4540,-28.9,4174707,4540,-54.3,6675157,4540,59.9,4305709,4540,-35.5,4431102,4540,2.9,6253453,4210,41.1,8201112,4210,31.1,6491074,4210,-20.9,2810085,4210,-56.7,4957061,4210,76.4,3444416,4210,-30.5,3071574,4210,-10.8,4629310,3750,50.7,6225679,3750,34.5
Captain Marvel,2019,61715051,4310,0,52872536,4310,-14.3,38845836,4310,-26.5,10986773,4310,-71.7,14641119,4310,33.3,8586183,4310,-41.4,9248435,4310,7.7,19036521,4310,105.8,29418618,4310,54.5,19532991,4310,-33.6,5195836,4310,-73.4,7603865,4310,46.3,4567773,4310,-39.9,4226298,4310,-7.5,9120858,4278,115.8,15125497,4278,65.8,10025438,4278,-33.7,2896405,4278,-71.1,4331261,4278,49.5,2809109,4278,-35.1,2519412,4278,-10.3,5499784,3985,118.3,9089329,3985,65.3,6075151,3985,-33.2,1658844,3985,-72.7,2522851,3985,52.1,1719827,3985,-31.8,1579962,3985,-8.1,3447080,3573,118.2,5360651,3573,55.5
Spider-Man: Far from Home,2019,39255628,4634,0,27508094,4634,-29.9,25720128,4634,-6.5,32680863,4634,27.1,34222790,4634,4.7,25675559,4634,-25.0,10876965,4634,-57.6,15135394,4634,39.2,9225531,4634,-39.0,8928353,4634,-3.2,13337741,4634,49.4,18110228,4634,35.8,13905390,4634,-23.2,5527448,4634,-60.2,8822096,4634,59.6,5408839,4634,-38.7,4318365,4634,-20.2,6024725,4415,39.5,8413659,4415,39.7,6764047,4415,-19.6,2909209,4415,-57.0,4362887,4415,50.0,2667594,4415,-38.9,2453737,4415,-8.0,3540491,3851,44.3,4952874,3851,39.9,3958778,3851,-20.1,1792843,3851,-54.7,2708709,3851,51.1,1811406,3851,-33.1
Aladdin,2019,31358935,4476,0,30013295,4476,-4.3,30128699,4476,0.4,25305033,4476,-16.0,12014982,4476,-52.5,7455705,4476,-37.9,6420525,4476,-13.9,11855840,4476,84.7,17254688,4476,45.5,13730016,4476,-20.4,4699418,4476,-65.8,7797927,4476,65.9,5101598,4476,-34.6,4749265,4476,-6.9,6975818,3805,46.9,9756786,3805,39.9,7948364,3805,-18.5,3193181,3805,-59.8,4698256,3805,47.1,3217925,3805,-31.5,3058058,3805,-5.0,4781325,3556,56.4,6597676,3556,38.0,5930153,3556,-10.1,2396641,3556,-59.6,3875309,3556,61.7,2549207,3556,-34.2,2445503,3556,-4.1,4240930,3435,73.4,5214489,3435,23.0
Joker,2019,39350693,4374,0,32476803,4374,-17.5,24374841,4374,-24.9,9702049,4374,-60.2,13908626,4374,43.4,9611712,4374,-30.9,8304063,4374,-13.6,16906386,4374,103.6,22137778,4374,30.9,16817239,4374,-24.0,8345763,4374,-50.4,6973525,4374,-16.4,4910895,4374,-29.6,4203631,4374,-14.4,8584376,4090,104.2,12441546,4090,44.9,8225918,4090,-33.9,2742836,4090,-66.7,3801598,4090,38.6,2450143,4090,-35.5,2413101,4090,-1.5,5500308,3936,127.9,8186141,3936,48.8,5561586,3936,-32.1,1768872,3936,-68.2,2468414,3936,39.5,1631209,3936,-33.9,1886940,3936,15.7,3810641,3519,101.9,5966867,3519,56.6
Jumanji: The Next Level,2019,19722984,4227,0,23610586,4227,19.7,15917973,4227,-32.6,3585828,4227,-77.5,6301757,4227,75.7,3456336,4227,-45.2,3215901,4227,-7.0,6994656,4227,117.5,10119948,4227,44.7,9390543,4227,-7.2,7355293,4227,-21.7,6784961,4227,-7.8,12591780,4227,85.6,11187236,4227,-11.2,11850102,4227,5.9,12445964,4227,5.0,10953624,4227,-12.0,8327789,4227,-24.0,8281275,4227,-0.6,10909345,4227,31.7,6702524,4227,-38.6,8690304,4134,29.7,10819924,4134,24.5,6717118,4134,-37.9,2054719,4134,-69.4,2516226,4134,22.5,1386481,4134,-44.9,1233804,4134,-11.0,3346991,3904,171.3,6498816,3904,94.2
It Chapter Two,2019,37043656,4570,0,33627227,4570,-9.2,20391269,4570,-39.4,5478405,4570,-73.1,8006196,4570,46.1,4521469,4570,-43.5,4000302,4570,-11.5,12857296,4570,221.4,17300571,4570,34.6,9448683,4570,-45.4,2241793,4570,-76.3,3294411,4570,47.0,1973095,4570,-40.1,1736190,4570,-12.0,4840361,4156,178.8,7703689,4156,59.2,4462428,4156,-42.1,1123714,4156,-74.8,1549473,4156,37.9,972271,4156,-37.3,948550,4156,-2.4,2833953,3611,198.8,4679034,3611,65.1,2732808,3611,-41.6,848616,3611,-68.9,1052632,3611,24.0,662644,3611,-37.0,519421,3611,-21.6,1452708,3163,179.7,2468679,3163,69.9
Us,2019,28923540,3741,0,25378665,3741,-12.3,16815420,3741,-33.7,5957425,3741,-64.6,7964260,3741,33.7,5119495,3741,-35.7,4455635,3741,-13.0,10166070,3743,128.2,14252105,3743,40.2,8811465,3743,-38.2,2686885,3743,-69.5,3697995,3743,37.6,2330380,3743,-37.0,2023655,3743,-13.2,4411395,3512,118.0,5908505,3512,33.9,3478620,3512,-41.1,969065,3512,-72.1,1429010,3512,47.5,912295,3512,-36.2,860540,3512,-5.7,2105760,2768,144.7,3027065,2768,43.8,1677540,2768,-44.6,639615,2768,-61.9,885055,2768,38.4,586865,2615,-33.7,707295,2615,20.5,1512290,2264,113.8,1741960,2264,15.2
Fast & Furious Presents: Hobbs & Shaw,2019,23605520,4253,0,20552805,4253,-12.9,15880625,4253,-22.7,5871570,4253,-63.0,8514380,4253,45.0,4658305,4253,-45.3,4030575,4253,-13.5,7069930,4344,75.4,10456315,4344,47.9,7739550,4344,-26.0,2708915,4344,-65.0,4181885,4344,54.4,2315680,4344,-44.6,2015545,4344,-13.0,3882080,3757,92.6,6080360,3757,56.6,4216695,3757,-30.7,1329550,3757,-68.5,2082605,3757,56.6,1287155,3757,-38.2,1081210,3757,-16.0,2160320,3312,99.8,3549360,3312,64.3,2358700,3312,-33.5,730105,3312,-69.0,1125870,3312,54.2,690145,3312,-38.7,636595,3312,-7.8,1440890,2972,126.3,2480415,2972,72.1
John Wick: Chapter 3 - Parabellum,2019,22636381,3850,0,19613248,3850,-13.4,14568438,3850,-25.7,5722448,3850,-60.7,6495961,3850,13.5,4141103,3850,-36.3,3461362,3850,-16.4,6601726,3850,90.7,8968962,3850,35.9,9016988,3850,0.5,6386621,3850,-29.2,3198330,3850,-49.9,2126178,3850,-33.5,1715066,3850,-19.3,2975458,3604,73.5,4604531,3604,54.8,3505470,3604,-23.9,1290062,3604,-63.2,1800742,3604,39.6,1235144,3604,-31.4,1198779,3604,-2.9,1929083,2776,60.9,3099508,2776,60.7,2388107,2776,-23.0,889406,2776,-62.8,1244769,2776,40.0,930449,2776,-25.3,782585,2776,-15.9,1439026,2033,83.9,2331389,2033,62.0
Knives Out,2019,8473334,3391,0,6171211,3391,-27.2,10694954,3461,73.3,10311127,3461,-3.6,5763467,3461,-44.1,1708419,3461,-70.4,2768543,3461,62.1,1736998,3461,-37.3,1708438,3461,-1.6,4128230,3461,141.6,6237162,3461,51.1,3851331,3461,-38.3,1290864,3461,-66.5,2179133,3461,68.8,1396085,3461,-35.9,1257952,3461,-9.9,2634316,3413,109.4,4031561,3413,53.0,2472822,3413,-38.7,1000220,3413,-59.6,1582664,3413,58.2,1138527,3413,-28.1,911551,3413,-19.9,1750267,2535,92.0,2497317,2535,42.7,2255602,2535,-9.7,1815630,2535,-19.5,1823445,2535,0.4,3650616,2022,100.2,3188785,2022,-12.7
How to Train Your Dragon: The Hidden World,2019,17376690,4259,0,22289305,4259,28.3,15356250,4259,-31.1,2332805,4259,-84.8,3709180,4259,59.0,2038040,4259,-45.1,2048005,4259,0.5,6431160,4286,214.0,14075780,4286,118.9,9521600,4286,-32.4,1793125,4286,-81.2,2631920,4286,46.8,1488855,4286,-43.4,1373410,4286,-7.8,3353480,4042,144.2,6656655,4042,98.5,4674870,4042,-29.8,1411510,4042,-69.8,2238780,4042,58.6,1548105,4042,-30.9,1449570,4042,-6.4,2561555,3727,76.7,4047295,3727,58.0,2668460,3727,-34.1,778110,3727,-70.8,1225440,3727,57.5,835055,3727,-31.9,804620,3727,-3.6,1685140,3347,109.4,2875365,3347,70.6
1917,2019,251262,11,0,186837,11,-25.6,181102,11,-3.1,203219,11,12.2,191895,11,-5.6,171817,11,-10.5,140046,11,-18.5,217029,11,55.0,146660,11,-32.4,190403,11,29.8,238577,11,25.3,188717,11,-20.9,112349,11,-40.5,113587,11,1.1,108388,11,-4.6,79391,11,-26.8,13962685,3434,17487.2,13742670,3434,-1.6,9294845,3434,-32.4,3151305,3434,-66.1,5288640,3434,67.8,3399885,3434,-35.7,3055675,3434,-10.1,6227625,3612,103.8,9410710,3612,51.1,6345865,3612,-32.6,4922850,3612,-22.4,2896830,3612,-41.2,1889790,3612,-34.8,1772655,3612,-6.2
The Secret Life of Pets 2,2019,16339735,4561,0,17030935,4561,4.2,13282010,4561,-22.0,4600840,4561,-65.4,7158305,4561,55.6,4458830,4561,-37.7,4448735,4561,-0.2,6936080,4564,55.9,9417480,4564,35.8,8054600,4564,-14.5,2951020,4564,-63.4,5272330,4564,78.7,3382095,4564,-35.9,3035540,4564,-10.2,3189590,3804,5.1,4007285,3804,25.6,3074080,3804,-23.3,1395860,3804,-54.6,2385260,3804,70.9,1364030,3660,-42.8,1402360,3660,2.8,2111645,3353,50.6,2887530,3353,36.7,2321260,3353,-19.6,1193695,3353,-48.6,1300840,2995,9.0,983825,2995,-24.4,1072540,2995,9.0,1592530,2846,48.5,1830415,2846,14.9
Pokémon: Detective Pikachu,2019,20575704,4202,0,20365840,4202,-1.0,13423698,4202,-34.1,3693215,4202,-72.5,5337617,4202,44.5,3070078,4202,-42.5,2720694,4202,-11.4,6247867,4248,129.6,10781054,4248,72.6,8079238,4248,-25.1,2495118,4248,-69.1,2757571,4248,10.5,1670035,4248,-39.4,1604893,4248,-3.9,3408313,3824,112.4,5134909,3824,50.7,4873037,3824,-5.1,3831142,3824,-21.4,1740023,3824,-54.6,1116684,3824,-35.8,1009481,3824,-9.6,1844954,3147,82.8,2859108,3147,55.0,2249820,3147,-21.3,751621,3147,-66.6,1234216,3147,64.2,851242,3147,-31.0,694547,3147,-18.4,857963,2161,23.5,1276803,2161,48.8
Once Upon a Time in Hollywood,2019,16726119,3659,0,13282692,3659,-20.6,11073207,3659,-16.6,4636379,3659,-58.1,5671627,3659,22.3,3950532,3659,-30.3,3476919,3659,-12.0,5703908,3659,64.1,8061632,3659,41.3,6244994,3659,-22.5,2480502,3659,-60.3,3122404,3659,25.9,2326273,3659,-25.5,1974182,3659,-15.1,3265994,3507,65.4,4851582,3507,48.5,3535076,3507,-27.1,1476729,3507,-58.2,2070202,3507,40.2,1503333,3507,-27.4,1313926,3507,-12.6,2120645,2504,61.4,3222658,2504,52.0,2338052,2504,-27.4,901448,2504,-61.4,1138946,2504,26.3,930554,2504,-18.3,786952,2504,-15.4,1458709,2209,85.4,2084397,2209,42.9
Shazam!,2019,20351441,4217,0,19524162,4217,-4.1,13629723,4217,-30.2,3051246,4217,-77.6,4911092,4217,61.0,2607476,4217,-46.9,2372873,4217,-9.0,6347368,4306,167.5,11001190,4306,73.3,7104956,4306,-35.4,2098212,4306,-70.5,3202526,4306,52.6,1919686,4306,-40.1,2526405,4306,31.6,6139281,4183,143.0,6563790,4183,6.9,3761437,4183,-42.7,1883016,4183,-49.9,1664054,4183,-11.6,1016853,4183,-38.9,627940,4183,-38.2,1533795,3631,144.3,2428759,3631,58.3,1621349,3631,-33.2,326692,3631,-79.9,551696,3631,68.9,358804,3631,-35.0,292968,3631,-18.3,623726,2521,112.9,1134580,2521,81.9
Ford v Ferrari,2019,11011525,3528,0,12409617,3528,12.7,8053816,3528,-35.1,2360221,3528,-70.7,3721314,3528,57.7,2409124,3528,-35.3,2023953,3528,-16.0,4512002,3528,122.9,6716425,3528,48.9,4502251,3528,-33.0,1715135,3528,-61.9,2572396,3528,50.0,2978111,3585,15.8,2877132,3585,-3.4,5425276,3585,88.6,4979367,3585,-8.2,2763663,3585,-44.5,749191,3585,-72.9,1187562,3585,58.5,829864,3585,-30.1,775408,3585,-6.6,1869103,3746,141.0,2947316,3746,57.7,1838717,3746,-37.6,602368,3746,-67.2,983276,3746,63.2,687243,3746,-30.1,603418,3746,-12.2,1157003,2895,91.7,1821854,2895,57.5
Dumbo,2019,15254549,4259,0,17511870,4259,14.8,13224329,4259,-24.5,2881084,4259,-78.2,4702332,4259,63.2,2385567,4259,-49.3,2087758,4259,-12.5,4941044,4259,136.7,7827679,4259,58.4,5445244,4259,-30.4,937127,4259,-82.8,1743413,4259,86.0,936514,4259,-46.3,880652,4259,-6.0,2274679,3706,158.3,4159209,3706,82.8,2970654,3706,-28.6,906682,3706,-69.5,1421289,3706,56.8,828974,3706,-41.7,1134261,3706,36.8,2732619,3225,140.9,2489686,3225,-8.9,1398955,3225,-43.8,980947,3225,-29.9,799018,3225,-18.5,513451,3225,-35.7,396972,3225,-22.7,915292,2380,130.6,1477657,2380,61.4
Maleficent: Mistress of Evil,2019,12551906,3790,0,14213517,3790,13.2,10183290,3790,-28.4,2242325,3790,-78.0,3983871,3790,77.7,1871438,3790,-53.0,1828811,3790,-2.3,4914583,3790,168.7,8270749,3790,68.3,6184545,3790,-25.2,1250695,3790,-79.8,2167142,3790,73.3,1106722,3790,-48.9,1380117,3790,24.7,3116795,3820,125.8,5855136,3820,87.9,4118749,3820,-29.7,843720,3820,-79.5,1740411,3820,106.3,733722,3820,-57.8,741657,3820,1.1,1991255,3201,168.5,3629368,3201,82.3,2793563,3201,-23.0,1565522,3201,-44.0,732518,3201,-53.2,393886,3201,-46.2,387371,3201,-1.7,1169162,2549,201.8,2271743,2549,94.3
Glass,2019,15886745,3841,0,14524105,3841,-8.6,9918070,3841,-31.7,6176030,3841,-37.7,3814910,3841,-38.2,2144560,3841,-43.8,2076715,3841,-3.2,4963595,3844,139.0,8652565,3844,74.3,5268280,3844,-39.1,1310025,3844,-75.1,1941805,3844,48.2,1205830,3844,-37.9,1236865,3844,2.6,2756700,3665,122.9,5083445,3665,84.4,1708650,3665,-66.4,828240,3665,-51.5,1192775,3665,44.0,737590,3665,-38.2,627080,3665,-15.0,1568150,3254,150.1,2956915,3254,88.6,1754590,3254,-40.7,428225,3254,-75.6,564770,3254,31.9,366370,2900,-35.1,940315,2575,156.7,964805,2575,2.6,1697640,2575,76.0
Godzilla: King of the Monsters,2019,19476894,4108,0,16136293,4108,-17.2,12163106,4108,-24.6,3852096,4108,-68.3,5532586,4108,43.6,3247527,4108,-41.3,2648595,4108,-18.4,4187861,4108,58.1,6323831,4108,51.0,4938715,4108,-21.9,1674271,4108,-66.1,2470044,4108,47.5,1585122,4108,-35.8,1346231,4108,-15.1,2230542,3207,65.7,3235164,3207,45.0,3323139,3207,2.7,1031785,3207,-69.0,1446351,3207,40.2,1015069,3207,-29.8,780415,3207,-23.1,1077452,2368,38.1,1561081,2368,44.9,1217268,2368,-22.0,545864,2368,-55.2,664270,2368,21.7,418587,2368,-37.0,400792,2368,-4.3,567689,1370,41.6,848809,1370,49.5
The Upside,2019,6928354,3080,0,7864742,3080,13.5,5561904,3080,-29.3,1752184,3080,-68.5,2834401,3080,61.8,1693684,3080,-40.2,1678170,3080,-0.9,4184585,3320,149.4,6373781,3320,52.3,4448098,3320,-30.2,3361428,3320,-24.4,1881257,3320,-44.0,1140051,3320,-39.4,1202207,3320,5.5,3101057,3377,157.9,5548371,3377,78.9,3290924,3377,-40.7,783357,3377,-76.2,1296161,3377,65.5,875298,3377,-32.5,940114,3377,7.4,2525674,3568,168.7,4686320,3568,85.5,1465987,3568,-68.7,698012,3568,-52.4,1136355,3568,62.8,688451,3568,-39.4,639439,3568,-7.1,1788587,3372,179.7,3398055,3372,90.0
Little Women,2019,6424443,3308,0,6035987,3308,-6.0,5733203,3308,-5.0,5706981,3308,-0.5,5315126,3308,-6.9,4275833,3308,-19.6,4101554,3308,-4.1,5242720,3308,27.8,3612485,3308,-31.1,4411633,3308,22.1,5468581,3308,24.0,3732159,3308,-31.8,1387260,3308,-62.8,2111322,3308,52.2,1443167,3308,-31.6,1378555,3308,-4.5,2177985,3216,58.0,3260180,3216,49.7,2363228,3216,-27.5,826118,3216,-65.0,1453239,3216,75.9,1040937,3216,-28.4,988356,3216,-5.1,1644663,2503,66.4,2468519,2503,50.1,2249376,2503,-8.9,1865207,2503,-17.1,980064,2503,-47.5,686197,2503,-30.0,642323,2503,-6.4
The Lego Movie 2: The Second Part,2019,8461120,4303,0,15434411,4303,82.4,10219804,4303,-33.8,1454134,4303,-85.8,2007731,4303,38.1,1076549,4303,-46.4,2221610,4303,106.4,4402382,4303,98.2,8965758,4303,103.7,7436530,4303,-17.1,6948824,4303,-6.6,2039063,4303,-70.7,1211348,4303,-40.6,1124775,4303,-7.1,2192036,3833,94.9,4557178,3833,107.9,2934267,3833,-35.6,382868,3833,-87.0,600527,3833,56.8,387604,3833,-35.5,401521,3833,3.6,1280043,3458,218.8,3236813,3458,152.9,2083402,3458,-35.6,418804,3458,-79.9,555517,3458,32.6,341776,3458,-38.5,308566,3458,-9.7,796457,2930,158.1,1820166,2930,128.5
Hustlers,2019,13099693,3250,0,12200502,3250,-6.9,7881166,3250,-35.4,2749048,3250,-65.1,4633021,3250,68.5,2635483,3250,-43.1,2346300,3250,-11.0,5430520,3525,131.5,7014908,3525,29.2,4361159,3525,-37.8,1462194,3525,-66.5,2446651,3525,67.3,1445889,3525,-40.9,1458177,3525,0.8,3690553,3508,153.1,4893183,3508,32.6,2805520,3508,-42.7,1030379,3508,-63.3,1632153,3508,58.4,970416,3508,-40.5,834965,3508,-14.0,1990623,3030,138.4,2805912,3030,41.0,1597289,3030,-43.1,565101,3030,-64.6,994393,3030,76.0,633864,3030,-36.3,556277,3030,-12.2,1201589,2357,116.0,1635783,2357,36.1
