movie_name,year,daily_bo1,theaters_count1,gross_change1,daily_bo2,theaters_count2,gross_change2,daily_bo3,theaters_count3,gross_change3,daily_bo4,theaters_count4,gross_change4,daily_bo5,theaters_count5,gross_change5,daily_bo6,theaters_count6,gross_change6,daily_bo7,theaters_count7,gross_change7,daily_bo8,theaters_count8,gross_change8,daily_bo9,theaters_count9,gross_change9,daily_bo10,theaters_count10,gross_change10,daily_bo11,theaters_count11,gross_change11,daily_bo12,theaters_count12,gross_change12,daily_bo13,theaters_count13,gross_change13,daily_bo14,theaters_count14,gross_change14,daily_bo15,theaters_count15,gross_change15,daily_bo16,theaters_count16,gross_change16,daily_bo17,theaters_count17,gross_change17,daily_bo18,theaters_count18,gross_change18,daily_bo19,theaters_count19,gross_change19,daily_bo20,theaters_count20,gross_change20,daily_bo21,theaters_count21,gross_change21,daily_bo22,theaters_count22,gross_change22,daily_bo23,theaters_count23,gross_change23,daily_bo24,theaters_count24,gross_change24,daily_bo25,theaters_count25,gross_change25,daily_bo26,theaters_count26,gross_change26,daily_bo27,theaters_count27,gross_change27,daily_bo28,theaters_count28,gross_change28,daily_bo29,theaters_count29,gross_change29,daily_bo30,theaters_count30,gross_change30
Once I Was Engaged,2021,34322,28,0,8898,28,-74.1,17402,32,95.6,17187,32,-1.2,715,32,-95.8,8406,32,1075.7,17698,32,110.5,9357,32,-47.1,7709,32,-17.6,8037,28,4.3,9004,28,12.0,304,28,-96.6,4410,28,1350.7,9585,28,117.3,4048,28,-57.8,5707,30,41.0,13900,30,143.6,15199,30,9.3,1162,30,-92.4,5338,30,359.4,7876,30,47.5,5244,30,-33.4,4326,25,-17.5,5449,25,26.0,5736,25,5.3,365,25,-93.6,3085,25,745.2,3721,25,20.6,3145,25,-15.5,2871,25,-8.7
Becoming Cousteau,2021,39491,319,0,43177,319,9.3,34306,319,-20.5,15035,319,-56.2,16717,319,11.2,17085,319,2.2,13047,319,-23.6,6586,152,-49.5,11157,152,69.4,7743,152,-30.6,4209,152,-45.6,5591,152,32.8,6277,152,12.3,5725,152,-8.8,1383,15,-75.8,1411,15,2.0,1552,15,10.0,192,15,-87.6,481,15,150.5,522,15,8.5
Together,2021,35406,250,0,39379,250,11.2,25281,250,-35.8,9839,250,-61.1,14568,250,48.1,11365,250,-22.0,8614,250,-24.2,9748,244,13.2,13627,244,39.8,15751,244,15.6,11020,244,-30.0,5481,244,-50.3,4924,244,-10.2,5351,244,8.7,630,244,-88.2,587,244,-6.8,746,244,27.1,221,14,-70.4,203,14,-8.1,115,14,-43.3,229,14,99.1,267,14,16.6,297,14,11.2,257,14,-13.5,201,14,-21.8,97,14,-51.7,135,14,39.2,51,14,-62.2
Compartment Number 6,2021,2639,3,0,1956,3,-25.9
Ailey,2021,5576,2,0,5938,2,6.5,3577,2,-39.8,1666,2,-53.4,1323,2,-20.6,1347,2,1.8,2118,2,57.2,1303,2,-38.5,1905,2,46.2,1649,2,-13.4,648,2,-60.7,1305,2,101.4,938,2,-28.1,2273,2,142.3,14061,88,518.6,18099,88,28.7,15076,88,-16.7,5578,88,-63.0,7419,88,33.0,9348,88,26.0,11498,88,23.0,6173,88,-46.3,8929,88,44.6,7363,88,-17.5,3387,81,-54.0,3895,81,15.0,4869,81,25.0,5015,81,3.0,2212,33,-55.9,3163,33,43.0
Top Gun: Maverick,2022,52012661,4735,0,38017701,4735,-26.9,36677097,4735,-3.5,33807521,4735,-7.8,15800746,4735,-53.3,14821417,4735,-6.2,14466868,4735,-2.4,25006817,4751,72.9,36008145,4751,44.0,29022049,4751,-19.4,12402196,4751,-57.3,13765401,4751,11.0,12402113,4751,-9.9,9133204,4751,-26.4,14206605,4262,55.5,20111627,4262,41.6,17537112,4262,-12.8,6632341,4262,-62.2,7555031,4262,13.9,6578251,4262,-12.9,6202642,4262,-5.7,11102048,4035,79.0,15841521,4035,42.7,17711506,4035,11.8,7932946,4035,-55.2,5989391,4035,-24.5,5476223,4035,-8.6,5001644,4035,-8.7,8316087,3948,66.3,12052751,3948,44.9
Avatar: The Way of Water,2022,53200270,4202,0,44327887,4202,-16.7,36572069,4202,-17.5,16257078,4202,-55.5,18288904,4202,12.5,14403438,4202,-21.2,14632040,4202,1.6,19289141,4202,31.8,14869288,4202,-22.9,29179791,4202,96.2,32270430,4202,10.6,24128503,4202,-25.2,20582014,4202,-14.7,20117061,4202,-2.3,24836835,4202,23.5,18053159,4202,-27.3,24519161,4202,35.8,21411622,4202,-12.7,10544729,4202,-50.8,7475308,4202,-29.1,6830651,4202,-8.6,11421079,4340,67.2,20688606,4340,81.1,13729301,4340,-33.6,3478414,4340,-74.7,4547214,4340,30.7,3173055,4340,-30.2,2974300,4340,-6.3,7043560,4045,136.8,14054064,4045,99.5
Black Panther: Wakanda Forever,2022,84285721,4396,0,56131051,4396,-33.4,40922989,4396,-27.1,11125499,4396,-72.8,12636707,4396,13.6,8110601,4396,-35.8,7480079,4396,-7.8,17999138,4396,140.6,28772668,4396,59.9,19710460,4396,-31.5,7002759,4396,-64.5,9492924,4396,35.6,10052869,4290,5.9,8164083,4290,-18.8,18230476,4290,123.3,17599193,4290,-3.5,9754235,4290,-44.6,2208258,4290,-77.4,2681411,4290,21.4,1918716,4290,-28.4,1851240,4290,-3.5,4459381,3855,140.9,8171837,3855,83.3,4908833,3855,-39.9,1162850,3855,-76.3,1567075,3855,34.8,1144653,3855,-27.0,1165072,3855,1.8,2860689,3725,145.5,5178818,3725,81.0
Doctor Strange in the Multiverse of Madness,2022,90720784,4534,0,57806850,4534,-36.3,38893364,4534,-32.7,13620560,4534,-65.0,12606682,4534,-7.4,9102016,4534,-27.8,8109267,4534,-10.9,17133926,4534,111.3,26452876,4534,54.4,18169002,4534,-31.3,4812753,4534,-73.5,5283222,4534,9.8,3910188,4534,-26.0,3858995,4534,-1.3,8568406,4534,122.0,13801107,4534,61.1,9935047,4534,-28.0,3326033,4534,-66.5,3093792,4534,-7.0,2787470,4534,-9.9,2381639,4534,-14.6,4500294,3805,89.0,6199441,3805,37.8,5369623,3805,-13.4,4274408,3805,-20.4,1810730,3805,-57.6,1521876,3805,-16.0,1409765,3805,-7.4,2624250,3765,86.1,3853121,3765,46.8
Jurassic World: Dominion,2022,59591515,4676,0,46887000,4676,-21.3,38597110,4676,-17.7,12695440,4676,-67.1,14777680,4676,16.4,9922365,4676,-32.9,8665580,4676,-12.7,15853950,4697,83.0,22214665,4697,40.1,21081560,4697,-5.1,8630480,4697,-59.1,7148530,4697,-17.2,5443455,4697,-23.9,4826490,4697,-11.3,7529110,4233,56.0,10923635,4233,45.1,8276765,4233,-24.2,3422410,4233,-58.7,3936605,4233,15.0,3033995,4233,-22.9,2706595,4233,-10.8,4738750,3801,75.1,6154380,3801,29.9,5475250,3801,-11.0,3252140,3801,-40.6,2556975,3801,-21.4,2001630,3801,-21.7,1571770,3801,-21.5,2484600,3251,58.1,3592840,3251,44.6
Minions: The Rise of Gru,2022,48234190,4391,0,32646705,4391,-32.3,26129245,4391,-20.0,16077100,4391,-38.5,17530175,4391,9.0,13568820,4391,-22.6,10342345,4391,-23.8,14592350,4427,41.1,17687715,4427,21.2,13848340,4427,-21.7,6291675,4427,-54.6,8209700,4427,30.5,6030720,4427,-26.5,5378425,4427,-10.8,8223610,4114,52.9,10258430,4114,24.7,8356520,4114,-18.5,4254570,4114,-49.1,5094980,4114,19.8,3774190,4114,-25.9,3616785,4114,-4.2,5269120,3816,45.7,7042245,3816,33.7,5728500,3816,-18.7,2752935,3816,-51.9,3581550,3816,30.1,2617545,3816,-26.9,2392140,3816,-8.6,3380175,3579,41.3,4235635,3579,25.3
The Batman,2022,56608349,4417,0,43262039,4417,-23.6,34138236,4417,-21.1,10824197,4417,-68.3,10772573,4417,-0.5,8471060,4417,-21.4,8444372,4417,-0.3,18614979,4417,120.4,28137360,4417,51.2,19758882,4417,-29.8,6368310,4417,-67.8,7104268,4417,11.6,5753208,4417,-19.0,5033039,4417,-12.5,10716576,4302,112.9,16004510,4302,49.3,10002111,4302,-37.5,2849108,4302,-71.5,3314926,4302,16.3,2812134,4302,-15.2,2461077,4302,-12.5,5559671,3967,125.9,9178230,3967,65.1,5734093,3967,-37.5,1692198,3967,-70.5,1801038,3967,6.4,1448651,3967,-19.6,1335226,3967,-7.8,3080295,3732,130.7,4807714,3732,56.1
Thor: Love and Thunder,2022,69554073,4375,0,42112494,4375,-39.5,32498540,4375,-22.8,12182506,4375,-62.5,13655428,4375,12.1,8929256,4375,-34.6,8338839,4375,-6.6,13775873,4375,65.2,18501978,4375,34.3,14354321,4375,-22.4,5337661,4375,-62.8,6440182,4375,20.7,4536230,4375,-29.6,3903317,4375,-14.0,6346368,4370,62.6,8957743,4370,41.1,7255167,4370,-19.0,2985165,4370,-58.9,3642056,4370,22.0,2629778,4370,-27.8,2510294,4370,-4.5,3825926,3650,52.4,5220988,3650,36.5,4129617,3650,-20.9,1855722,3650,-55.1,2016815,3650,8.7,1540247,3650,-23.6,1427467,3650,-7.3,2174950,3400,52.4,3146518,3400,44.7
Sonic the Hedgehog 2,2022,26381096,4234,0,26898385,4234,2.0,18825695,4234,-30.0,4337814,4234,-77.0,5049159,4234,16.4,3662607,4234,-27.5,4457632,4234,21.7,10851467,4258,143.4,11676811,4258,7.6,6776117,4258,-42.0,4512740,4258,-33.4,3037775,4258,-32.7,2221092,4258,-26.9,1916034,4258,-13.7,4026646,3809,110.2,6801341,3809,68.9,4826132,3809,-29.0,810875,3809,-83.2,1030731,3809,27.1,750788,3809,-27.2,724573,3809,-3.5,2532024,3801,249.5,5421172,3801,114.1,3585966,3801,-33.9,787413,3801,-78.0,841093,3801,6.8,542207,3801,-35.5,416086,3801,-23.3,1496112,3358,259.6,2746869,3358,83.6
Puss in Boots: The Last Wish,2022,3200250,4099,0,2902605,4099,-9.3,3803345,4099,31.0,2792860,4099,-26.6,5833310,4099,108.9,6821005,4099,16.9,6713220,4099,-1.6,5812325,4099,-13.4,5728410,4099,-1.4,6529620,4121,14.0,4728205,4121,-27.6,5557515,4121,17.5,5808370,4121,4.5,3289440,4121,-43.4,2279245,4121,-30.7,1986110,4121,-12.9,3360485,3919,69.2,5979665,3919,77.9,4201180,3919,-29.7,1127875,3919,-73.2,1502105,3919,33.2,1136270,3919,-24.4,1076560,3919,-5.3,3068625,3687,185.0,6068800,3687,97.8,5329425,3687,-12.2,4453955,3687,-16.4,1247785,3687,-72.0,849535,3687,-31.9,972370,3687,14.5
Black Adam,2022,26688324,4402,0,23712485,4402,-11.2,16603514,4402,-30.0,4502706,4402,-72.9,5453792,4402,21.1,3353669,4402,-38.5,3124177,4402,-6.8,7451938,4402,138.5,11812685,4402,58.5,8207517,4402,-30.5,1977587,4402,-75.9,2604658,4402,31.7,1720811,4402,-33.9,1631838,4402,-5.2,4704648,3985,188.3,8296544,3985,76.3,5270433,3985,-36.5,1328183,3985,-74.8,2055912,3985,54.8,1070591,3985,-47.9,951078,3985,-11.2,2706349,3603,184.6,3335916,3603,23.3,2008208,3603,-39.8,450573,3603,-77.6,608481,3603,35.0,439088,3603,-27.8,412903,3603,-6.0,1131134,3372,173.9,2122879,3372,87.7
Elvis,2022,12755467,3906,0,9929779,3906,-22.2,8526333,3906,-14.1,4253038,3906,-50.1,5267391,3906,23.9,4010762,3906,-23.9,3577241,3906,-10.8,5320812,3932,48.7,6841224,3932,28.6,6290576,3932,-8.0,4248679,3932,-32.5,3639110,3932,-14.3,3002182,3932,-17.5,2460108,3932,-18.1,3326066,3714,35.2,4324040,3714,30.0,3530965,3714,-18.3,1701276,3714,-51.8,2225118,3714,30.8,1788178,3714,-19.6,1582066,3714,-11.5,2304423,3305,45.7,3024928,3305,31.3,2671522,3305,-11.7,1341567,3305,-49.8,1610454,3305,20.0,1330181,3305,-17.4,1192787,3305,-10.3,1827804,3105,53.2,2514226,3105,37.6
Uncharted,2022,15376642,4275,0,16275559,4275,5.8,12357954,4275,-24.1,7305676,4275,-40.9,4161837,4275,-43.0,2355628,4275,-43.4,2302182,4275,-2.3,5939471,4275,158.0,10745059,4275,80.9,6317243,4275,-41.2,1481185,4275,-76.6,2220497,4275,49.9,1355360,4275,-39.0,1082091,4275,-20.2,2982943,3875,175.7,4888445,3875,63.9,3230794,3875,-33.9,840588,3875,-74.0,1122736,3875,33.6,826543,3875,-26.4,937357,3875,13.4,2436072,3725,159.9,4140966,3725,70.0,2675639,3725,-35.4,1012713,3725,-62.2,1376191,3725,35.9,1103807,3725,-19.8,1044179,3725,-5.4,2296445,3700,119.9,3533605,3700,53.9
Nope,2022,19538690,3785,0,13938155,3785,-28.7,10890065,3785,-21.9,4777980,3785,-56.1,5462490,3785,14.3,3867360,3785,-29.2,3558685,3785,-8.0,5848385,3807,64.3,7230655,3807,23.6,5509835,3807,-23.8,2504115,3807,-54.6,2658945,3807,6.2,2118455,3807,-20.3,1565240,3807,-26.1,2540465,3016,62.3,3397160,3016,33.7,2562950,3016,-24.6,1091145,3016,-57.4,1263300,3016,15.8,971360,3016,-23.1,920135,3016,-5.3,1580575,2760,71.8,2210625,2760,39.9,1574890,2760,-28.8,655845,2760,-58.4,782435,2760,19.3,633310,2760,-19.1,557970,2760,-11.9,1057635,2381,89.6,1491375,2381,41.0
Lightyear,2022,20705945,4255,0,16095675,4255,-22.3,13776341,4255,-14.4,6570657,4255,-52.3,5864178,4255,-10.8,4246988,4255,-27.6,3841473,4255,-9.5,5540861,4255,44.2,7079469,4255,27.8,5538235,4255,-21.8,2621774,4255,-52.7,3017591,4255,15.1,2281639,4255,-24.4,1607837,4255,-29.5,2077900,3800,29.2,2446081,3800,17.7,1927950,3800,-21.2,1181011,3800,-38.7,1289173,3800,9.2,920237,3800,-28.6,791185,3800,-14.0,940598,2090,18.9,1260005,2090,34.0,880491,2090,-30.1,378764,2090,-57.0,562239,2090,48.4,416727,2090,-25.9,337726,2090,-19.0,408284,1350,20.9,557786,1350,36.6
Smile,2022,8234402,3645,0,8615905,3645,4.6,5759618,3645,-33.2,2201431,3645,-61.8,2981567,3645,35.4,2410604,3645,-19.1,2091135,3645,-13.3,5416339,3659,159.0,7450041,3659,37.5,5676188,3659,-23.8,2665031,3659,-53.0,2084533,3659,-21.8,1659865,3659,-20.4,1521240,3659,-8.4,3771725,3612,147.9,5392735,3612,43.0,3399896,3612,-37.0,1177006,3612,-65.4,1316028,3612,11.8,1072369,3612,-18.5,1062103,3612,-1.0,2595274,3296,144.4,3646905,3296,40.5,2230143,3296,-38.8,735576,3296,-67.0,831976,3296,13.1,691837,3296,-16.8,645758,3296,-6.7,1593575,3221,146.8,2240876,3221,40.6
The Lost City,2022,11531544,4253,0,11802252,4253,2.3,7119473,4253,-39.7,2204967,4253,-69.0,3274852,4253,48.5,2008391,4253,-38.7,1839093,4253,-8.4,4310961,4283,134.4,6371902,4283,47.8,4028030,4283,-36.8,1111266,4283,-72.4,1755218,4283,57.9,1215065,4283,-30.8,1116145,4283,-8.1,2606375,3797,133.5,4138725,3797,58.8,2282713,3797,-44.8,746047,3797,-67.3,961679,3797,28.9,740463,3797,-23.0,910598,3797,23.0,2092881,3430,129.8,2565706,3430,22.6,1564190,3430,-39.0,825031,3430,-47.3,760387,3430,-7.8,595816,3430,-21.6,540139,3430,-9.3,1310806,2828,142.7,1933553,2828,47.5
Bullet Train,2022,12842371,4357,0,9685911,4357,-24.6,7501874,4357,-22.5,2690972,4357,-64.1,3851738,4357,43.1,2331654,4357,-39.5,2178183,4357,-6.6,3861559,4357,77.3,5465276,4357,41.5,4078187,4357,-25.4,1510422,4357,-63.0,2206353,4357,46.1,1521490,4357,-31.0,1258796,4357,-17.3,2234695,3781,77.5,3354713,3781,50.1,2437309,3781,-27.3,867354,3781,-64.4,1178186,3781,35.8,801342,3781,-32.0,748208,3781,-6.6,1570139,3513,109.9,2428742,3513,54.7,1609214,3513,-33.7,513697,3513,-68.1,776588,3513,51.2,525045,3513,-32.4,502540,3513,-4.3,1110793,3117,121.0,2414145,3117,117.3
The Bad Guys,2022,7985745,4008,0,9347700,4008,17.1,6616800,4008,-29.2,1051745,4008,-84.1,1464450,4008,39.2,931455,4008,-36.4,946505,4008,1.6,3733355,4042,294.4,7558535,4042,102.5,4945180,4042,-34.6,894760,4042,-81.9,1106660,4042,23.7,672700,4042,-39.2,546895,4042,-18.7,2339700,3839,327.8,4173940,3839,78.4,3060345,3839,-26.7,446715,3839,-85.4,615760,3839,37.8,482725,3839,-21.6,462440,3839,-4.2,1694860,3788,266.5,3218495,3788,89.9,2121240,3788,-34.1,389965,3788,-81.6,556400,3788,42.7,421445,3788,-24.3,478860,3788,13.6,1469995,3705,207.0,2763670,3705,88.0
Fantastic Beasts: The Secrets of Dumbledore,2022,20027334,4208,0,13810828,4208,-31.0,8313094,4208,-39.8,3681286,4208,-55.7,3215723,4208,-12.6,2144191,4208,-33.3,1924294,4208,-10.3,4030520,4245,109.5,5971182,4245,48.1,4000488,4245,-33.0,1001124,4245,-75.0,1302556,4245,30.1,928132,4245,-28.7,901836,4245,-2.8,2151426,3962,138.6,3757708,3962,74.7,2398451,3962,-36.2,676314,3962,-71.8,833752,3962,23.3,608324,3962,-27.0,380608,3962,-37.4,1045657,3051,174.7,1671388,3051,59.8,1547201,3051,-7.4,319431,3051,-79.4,392226,3051,22.8,309437,3051,-21.1,281177,3051,-9.1,656443,2578,133.5,1111374,2578,69.3
M3GAN,2022,11726555,3509,0,11703535,3509,-0.2,6999770,3509,-40.2,1985265,3509,-71.6,2677635,3509,34.9,1771975,3509,-33.8,1668775,3509,-5.8,4862025,3605,191.4,7564380,3605,55.6,5879525,3605,-22.3,3362375,3605,-42.8,1414885,3605,-57.9,881345,3605,-37.7,989465,3605,12.3,2653730,3628,168.2,4562850,3628,71.9,2488325,3628,-45.5,672595,3628,-73.0,849325,3628,26.3,585720,3628,-31.0,603670,3628,3.1,1650010,3416,173.3,3079305,3416,86.6,1528930,3416,-50.3,395785,3416,-74.1,500735,3416,26.5,387715,3416,-22.6,351170,3416,-9.4,956735,2835,172.4,1862985,2835,94.7
DC League of Super-Pets,2022,9327632,4314,0,7729632,4314,-17.1,5946177,4314,-23.1,2651643,4314,-55.4,3681122,4314,38.8,2325164,4314,-36.8,2240512,4314,-3.6,3360371,4332,50.0,4424278,4332,31.7,3267488,4332,-26.1,1519703,4332,-53.5,2139435,4332,40.8,1342168,4332,-37.3,1221527,4332,-9.0,1972814,3803,61.5,2978519,3803,51.0,2051987,3803,-31.1,801162,3803,-61.0,1176082,3803,46.8,837272,3803,-28.8,715184,3803,-14.6,1416987,3537,98.1,2502227,3537,76.6,1764388,3537,-29.5,695111,3537,-60.6,826264,3537,18.9,485447,3537,-41.2,463513,3537,-4.5,1076611,3284,132.3,1868179,3284,73.5
Where the Crawdads Sing,2022,7264581,3650,0,5353712,3650,-26.3,4634934,3650,-13.4,2525739,3650,-45.5,3350185,3650,32.6,2531017,3650,-24.5,2340616,3650,-7.5,3161305,3650,35.1,3938740,3650,24.6,3258394,3650,-17.3,1701289,3650,-47.8,2423381,3650,42.4,1808443,3650,-25.4,1708865,3650,-5.5,2346048,3526,37.3,2870210,3526,22.3,2352194,3526,-18.0,1215128,3526,-48.3,1705233,3526,40.3,1313252,3526,-23.0,1170138,3526,-10.9,1713559,3164,46.4,2250712,3164,31.3,1710809,3164,-24.0,792498,3164,-53.7,1110516,3164,40.1,838207,3164,-24.5,759734,3164,-9.4,1221681,2916,60.8,1620850,2916,32.7
The Black Phone,2022,10241355,3150,0,7521730,3150,-26.6,5870135,3150,-22.0,3066385,3150,-47.8,3218650,3150,5.0,2711800,3150,-15.7,2534270,3150,-6.5,3959700,3156,56.2,4517355,3156,14.1,3768210,3156,-16.6,1915895,3156,-49.2,2060170,3156,7.5,1806950,3156,-12.3,1459805,3156,-19.2,2372900,2559,62.5,3057885,2559,28.9,2350830,2559,-23.1,1131140,2559,-51.9,1207900,2559,6.8,1044310,2559,-13.5,918800,2559,-12.0,1629990,2277,77.4,2118525,2277,30.0,1623990,2277,-23.3,812930,2277,-49.9,859105,2277,5.7,739465,2277,-13.9,584720,2277,-20.9,1092850,2055,86.9,1400605,2055,28.2
Scream,2022,13383642,3664,0,10174839,3664,-24.0,6460324,3664,-36.5,3836806,3664,-40.6,2062118,3664,-46.3,1554567,3664,-24.6,1475633,3664,-5.1,3701908,3666,150.9,5460781,3666,47.5,3050949,3666,-44.1,904526,3666,-70.4,1039817,3666,15.0,835133,3666,-19.7,847737,3666,1.5,2065878,3518,143.7,3472818,3518,68.1,1686938,3518,-51.4,615719,3518,-63.5,666142,3518,8.2,490550,3518,-26.4,422919,3518,-13.8,1207550,3227,185.5,2297338,3227,90.2,1247964,3227,-45.7,330689,3227,-73.5,388048,3270,17.3,339507,3270,-12.5,320792,3270,-5.5,822700,2619,156.5,1567877,2619,90.6
Everything Everywhere All at Once,2022,203900,10,0,169866,10,-16.7,127539,10,-24.9,61217,10,-52.0,64637,10,5.6,73882,10,14.3,46039,10,-37.7,354953,38,671.0,375444,38,5.8,348132,38,-7.3,135187,38,-61.2,155257,38,14.8,157485,38,1.4,113640,38,-27.8,2157763,1250,1798.8,2167500,1250,0.5,1734000,1250,-20.0,736250,1250,-57.5,811250,1250,10.2,732500,1250,-9.7,782500,1250,6.8,1915860,2220,144.8,2413140,2220,26.0,1858118,2220,-23.0,932400,2220,-49.8,1032286,2220,10.7,959041,2220,-7.1,899104,2220,-6.2,1557090,2133,73.2,2161093,2133,38.8
Morbius,2022,17305908,4268,0,13148513,4268,-24.0,8551474,4268,-35.0,2126392,4268,-75.1,2706560,4268,27.3,1664589,4268,-38.5,1373785,4268,-17.5,2895931,4268,110.8,4476758,4268,54.6,2828643,4268,-36.8,836236,4268,-70.4,952084,4268,13.9,748787,4268,-21.4,802471,4268,7.2,1568282,3462,95.4,1973419,3462,25.8,1188447,3462,-39.8,564356,3462,-52.5,495844,3462,-12.1,394388,3462,-20.5,325237,3462,-17.5,652201,2306,100.5,1016024,2306,55.8,638912,2306,-37.1,180217,2306,-71.8,217522,2306,20.7,170136,2306,-21.8,154231,2306,-9.3,392649,1726,154.6,686898,1726,74.9
Ticket to Paradise,2022,6404995,3543,0,6113530,3543,-4.6,3990570,3543,-34.7,1513770,3543,-62.1,2609565,3543,72.4,1613900,3543,-38.2,1485240,3543,-8.0,3173735,3692,113.7,4048675,3692,27.6,2630020,3692,-35.0,985500,3692,-62.5,1610365,3692,63.4,1022830,3692,-36.5,1021425,3692,-0.1,2624835,4066,157.0,3679180,4066,40.2,2242970,4066,-39.0,732150,4066,-67.4,1289525,4066,76.1,780650,4066,-39.5,839015,4066,7.5,2172725,3633,159.0,2430060,3633,11.8,1298115,3633,-46.6,434670,3640,-66.5,704975,3640,62.2,476415,3640,-32.4,426830,3640,-10.4,951220,3268,122.9,1399995,3268,47.2
The Woman King,2022,6818682,3765,0,7121993,3765,4.4,5110767,3765,-28.2,1437012,3765,-71.9,2115447,3765,47.2,1337259,3765,-36.8,1212564,3765,-9.3,3019381,3765,149.0,4846193,3765,60.5,3138942,3765,-35.2,950178,3765,-69.7,1154634,3765,21.5,748359,3765,-35.2,701745,3765,-6.2,1774350,3504,152.8,3162049,3504,78.2,1889186,3504,-40.3,488685,3504,-74.1,718364,3504,47.0,592367,3504,-17.5,491482,3504,-17.0,1331051,3342,170.8,2295122,3342,72.4,1551076,3342,-32.4,768789,3342,-50.4,518938,3342,-32.5,380119,3342,-26.8,371483,3342,-2.3,1013980,2565,173.0,1690114,2565,66.7
A Man Called Otto,2022,22790,4,0,16509,4,-27.6,16958,4,2.7,12635,4,-25.5,6783,4,-46.3,5191,4,-23.5,4614,4,-11.1,1555761,637,33618.3,1676840,637,7.8,969785,637,-42.2,364736,637,-62.4,705107,637,93.3,461922,637,-34.5,403495,637,-12.6,4101753,3802,916.6,5025295,3802,22.5,3701737,3802,-26.3,2574561,3802,-30.4,2188354,3802,-15.0,1227894,3802,-43.9,1303529,3802,6.2,2702694,3802,107.3,3854928,3802,42.6,2244500,3802,-41.8,854776,3802,-61.9,1567130,3802,83.3,829732,3802,-47.1,902855,3802,8.8,1975825,3957,118.8,3211589,3957,62.5
Halloween Ends,2022,20375495,3901,0,13032850,3901,-36.0,6642010,3901,-49.0,1751325,3901,-73.6,2085660,3901,19.1,1274995,3901,-38.9,1015105,3901,-20.4,2500675,3901,146.3,3491750,3901,39.6,2008085,3901,-42.5,572830,3901,-71.5,705510,3901,23.2,540870,3901,-23.3,496550,3901,-8.2,1167255,3419,135.1,1661665,3419,42.4,1230745,3419,-25.9,868800,3419,-29.4,269720,3419,-69.0,186285,3419,-30.9,167010,3419,-10.3,419750,2929,151.3,650590,2929,55.0,369910,2929,-43.1,117860,2929,-68.1,139330,2929,18.2,97990,2929,-29.7,53390,2929,-45.5,49895,503,-6.5,64725,503,29.7
Dog,2022,5059267,3677,0,5614594,3677,11.0,4210067,3677,-25.0,2501131,3677,-40.6,1486219,3677,-40.6,961985,3677,-35.3,937821,3677,-2.5,2468529,3827,163.2,4767100,3827,93.1,2923654,3827,-38.7,692871,3827,-76.3,1090758,3827,57.4,640062,3827,-41.3,618735,3827,-3.3,1598732,3507,158.4,2713163,3507,69.7,1804920,3507,-33.5,512284,3507,-71.6,730284,3507,42.6,543197,3507,-25.6,581729,3507,7.1,1378261,3407,136.9,2389215,3407,73.3,1444721,3407,-39.5,546982,3407,-62.1,774329,3407,41.6,598872,3407,-22.7,542091,3407,-9.5,1168154,3307,115.5,1824083,3307,56.2
Jackass Forever,2022,9612731,3604,0,8393074,3604,-12.7,5148583,3604,-38.7,1724772,3604,-66.5,1788315,3645,3.7,1403803,3645,-21.5,1298424,3645,-7.5,2874584,3653,121.4,3978208,3653,38.4,1229097,3653,-69.1,1775955,3653,44.5,878287,3653,-50.5,750862,3653,-14.5,686932,3653,-8.5,1468155,3071,113.7,2158425,3071,47.0,1581910,3071,-26.7,798654,3071,-49.5,531095,3071,-33.5,411591,3071,-22.5,401268,3071,-2.5,870915,2913,117.0,1441737,2913,65.5,832265,2913,-42.3,278689,2913,-66.5,333647,2913,19.7,275256,2913,-17.5,164772,2913,-40.1,426116,1981,158.6,591442,1981,38.8
Violent Night,2022,4869770,3682,0,5336925,3682,9.6,3243545,3682,-39.2,1022560,3682,-68.5,1494745,3682,46.2,1020420,3682,-31.7,1006350,3682,-1.4,2416120,3723,140.1,3889935,3723,61.0,2416710,3723,-37.9,772415,3723,-68.0,1064795,3723,37.9,790735,3723,-25.7,617060,3723,-22.0,1422060,3528,130.5,2098840,3528,47.6,1533765,3528,-26.9,804430,3528,-47.6,1031925,3528,28.3,823820,3528,-20.2,791535,3528,-3.9,949525,2562,20.0,771515,2562,-18.7,1792390,2562,132.3,1172030,2562,-34.6,872540,2562,-25.6,705335,2562,-19.2,658500,2562,-6.6,819610,2563,24.5,568545,2563,-30.6
"Lyle, Lyle, Crocodile",2022,3630915,4350,0,4533408,4350,24.9,3236859,4350,-28.6,1801684,4350,-44.3,880057,4350,-51.2,611156,4350,-30.6,663274,4350,8.5,2013710,4350,203.6,3273668,4350,62.6,2064962,4350,-36.9,485733,4350,-76.5,540109,4350,11.2,387267,4350,-28.3,390049,4350,0.7,1155439,3536,196.2,1851157,3536,60.2,1244621,3536,-32.8,294163,3536,-76.4,269023,3536,-8.5,202654,3536,-24.7,205325,3536,1.3,706555,3135,244.1,1221804,3135,72.9,812741,3135,-33.5,192076,3135,-76.4,247382,3135,28.8,140788,3135,-43.1,150289,3135,6.7,741496,3005,393.4,1600930,3005,115.9
